Logging Start
2009-03-19 오후 5:57:17,1647,1710,2444,2733,2456,2456
2009-03-19 오후 5:57:17,1642,1703,2451,2735,2456,2456
2009-03-19 오후 5:57:17,1651,1700,2447,2731,2457,2460
Logging Start
2009-03-19 오후 5:57:17,1658,1705,2444,2729,2457,2457
2009-03-19 오후 5:57:17,1650,1705,2456,2732,2455,2455
2009-03-19 오후 5:57:17,1654,1708,2448,2729,2457,2460
Logging Start
2009-03-19 오후 5:57:17,1650,1707,2451,2731,2457,2455
2009-03-19 오후 5:57:17,1655,1711,2449,2732,2454,2455
2009-03-19 오후 5:57:17,1653,1710,2449,2733,2457,2459
2009-03-19 오후 5:57:17,1659,1706,2451,2731,2457,2453
2009-03-19 오후 5:57:17,1655,1702,2449,2732,2456,2456
2009-03-19 오후 5:57:17,1650,1702,2452,2732,2457,2461
2009-03-19 오후 5:57:17,1651,1708,2446,2731,2455,2456
2009-03-19 오후 5:57:17,1657,1706,2449,2732,2456,2457
2009-03-19 오후 5:57:18,1661,1705,2452,2732,2458,2462
2009-03-19 오후 5:57:18,1656,1710,2448,2730,2456,2456
2009-03-19 오후 5:57:18,1654,1710,2449,2733,2455,2456
2009-03-19 오후 5:57:18,1653,1707,2451,2734,2457,2460
2009-03-19 오후 5:57:18,1655,1700,2438,2730,2457,2458
2009-03-19 오후 5:57:18,1656,1706,2439,2730,2457,2455
2009-03-19 오후 5:57:18,1655,1706,2445,2732,2457,2458
2009-03-19 오후 5:57:18,1657,1713,2450,2730,2457,2457
2009-03-19 오후 5:57:18,1648,1706,2449,2733,2456,2454
2009-03-19 오후 5:57:18,1656,1695,2438,2731,2459,2459
2009-03-19 오후 5:57:18,1652,1720,2448,2734,2455,2456
2009-03-19 오후 5:57:18,1654,1707,2450,2729,2456,2460
2009-03-19 오후 5:57:18,1658,1707,2450,2731,2455,2458
2009-03-19 오후 5:57:18,1655,1708,2446,2729,2457,2457
2009-03-19 오후 5:57:18,1651,1706,2448,2732,2454,2456
2009-03-19 오후 5:57:18,1653,1708,2449,2733,2457,2458
2009-03-19 오후 5:57:18,1650,1710,2453,2730,2457,2458
2009-03-19 오후 5:57:18,1652,1703,2447,2730,2457,2461
2009-03-19 오후 5:57:18,1658,1709,2451,2732,2457,2456
2009-03-19 오후 5:57:19,1657,1708,2449,2730,2456,2457
2009-03-19 오후 5:57:19,1661,1700,2439,2730,2456,2458
2009-03-19 오후 5:57:19,1652,1709,2450,2732,2456,2457
2009-03-19 오후 5:57:19,1652,1706,2447,2732,2456,2456
2009-03-19 오후 5:57:19,1654,1706,2445,2732,2457,2460
2009-03-19 오후 5:57:19,1651,1705,2450,2731,2458,2457
2009-03-19 오후 5:57:19,1658,1706,2445,2730,2456,2454
2009-03-19 오후 5:57:19,1653,1709,2453,2731,2457,2461
2009-03-19 오후 5:57:19,1656,1708,2451,2731,2455,2456
2009-03-19 오후 5:57:19,1656,1707,2448,2732,2457,2458
2009-03-19 오후 5:57:19,1655,1705,2450,2732,2458,2458
2009-03-19 오후 5:57:19,1659,1703,2445,2732,2455,2456
2009-03-19 오후 5:57:19,1658,1705,2446,2729,2458,2457
2009-03-19 오후 5:57:19,1651,1711,2449,2733,2457,2460
2009-03-19 오후 5:57:19,1653,1711,2446,2732,2457,2457
2009-03-19 오후 5:57:19,1649,1708,2454,2732,2456,2458
2009-03-19 오후 5:57:19,1655,1708,2446,2732,2456,2461
2009-03-19 오후 5:57:19,1655,1712,2439,2730,2457,2457
2009-03-19 오후 5:57:20,1655,1707,2445,2732,2456,2458
2009-03-19 오후 5:57:20,1650,1713,2449,2733,2458,2458
2009-03-19 오후 5:57:20,1655,1708,2449,2730,2455,2454
2009-03-19 오후 5:57:20,1658,1707,2449,2730,2456,2455
2009-03-19 오후 5:57:20,1652,1706,2443,2732,2457,2461
2009-03-19 오후 5:57:20,1653,1709,2445,2734,2455,2456
2009-03-19 오후 5:57:20,1653,1709,2448,2733,2457,2457
2009-03-19 오후 5:57:20,1653,1707,2452,2731,2456,2461
2009-03-19 오후 5:57:20,1653,1710,2445,2734,2456,2455
2009-03-19 오후 5:57:20,1652,1712,2446,2730,2456,2458
2009-03-19 오후 5:57:20,1652,1705,2445,2731,2458,2461
2009-03-19 오후 5:57:20,1653,1705,2444,2730,2456,2455
2009-03-19 오후 5:57:20,1655,1708,2448,2732,2457,2457
2009-03-19 오후 5:57:20,1654,1708,2444,2731,2457,2459
2009-03-19 오후 5:57:20,1653,1708,2445,2729,2456,2457
2009-03-19 오후 5:57:20,1653,1707,2446,2732,2455,2457
2009-03-19 오후 5:57:20,1650,1708,2446,2730,2456,2461
2009-03-19 오후 5:57:20,1650,1712,2454,2731,2456,2454
2009-03-19 오후 5:57:20,1651,1711,2450,2731,2457,2454
2009-03-19 오후 5:57:21,1655,1711,2446,2730,2454,2457
2009-03-19 오후 5:57:21,1650,1709,2452,2731,2458,2455
2009-03-19 오후 5:57:21,1656,1705,2451,2730,2456,2453
2009-03-19 오후 5:57:21,1652,1708,2450,2730,2455,2456
2009-03-19 오후 5:57:21,1662,1710,2449,2730,2458,2455
2009-03-19 오후 5:57:21,1653,1707,2448,2731,2455,2454
2009-03-19 오후 5:57:21,1658,1706,2448,2732,2458,2459
2009-03-19 오후 5:57:21,1653,1713,2449,2732,2458,2455
2009-03-19 오후 5:57:21,1655,1708,2456,2732,2454,2455
2009-03-19 오후 5:57:21,1657,1702,2444,2729,2457,2458
2009-03-19 오후 5:57:21,1656,1711,2448,2732,2458,2455
2009-03-19 오후 5:57:21,1656,1710,2454,2730,2455,2456
2009-03-19 오후 5:57:21,1653,1709,2447,2731,2457,2459
2009-03-19 오후 5:57:21,1653,1704,2449,2734,2458,2455
2009-03-19 오후 5:57:21,1652,1707,2448,2732,2454,2457
2009-03-19 오후 5:57:21,1656,1709,2446,2731,2457,2454
2009-03-19 오후 5:57:21,1653,1705,2445,2732,2456,2454
2009-03-19 오후 5:57:21,1654,1709,2447,2733,2457,2459
2009-03-19 오후 5:57:22,1654,1705,2449,2729,2457,2457
2009-03-19 오후 5:57:22,1652,1712,2454,2731,2456,2452
2009-03-19 오후 5:57:22,1656,1715,2448,2732,2456,2460
2009-03-19 오후 5:57:22,1658,1711,2446,2732,2457,2457
2009-03-19 오후 5:57:22,1648,1712,2450,2731,2456,2456
2009-03-19 오후 5:57:22,1655,1706,2449,2732,2455,2457
2009-03-19 오후 5:57:22,1655,1711,2451,2732,2456,2458
2009-03-19 오후 5:57:22,1649,1696,2453,2732,2456,2454
2009-03-19 오후 5:57:22,1658,1710,2448,2733,2458,2459
2009-03-19 오후 5:57:22,1650,1706,2449,2731,2455,2456
2009-03-19 오후 5:57:22,1648,1708,2445,2732,2455,2456
2009-03-19 오후 5:57:22,1656,1711,2451,2733,2457,2459
2009-03-19 오후 5:57:22,1651,1706,2449,2730,2458,2458
2009-03-19 오후 5:57:22,1656,1702,2452,2731,2454,2454
2009-03-19 오후 5:57:22,1653,1706,2449,2733,2455,2458
2009-03-19 오후 5:57:22,1655,1705,2446,2732,2457,2458
2009-03-19 오후 5:57:22,1659,1704,2445,2731,2453,2456
2009-03-19 오후 5:57:22,1647,1708,2446,2731,2457,2459
